MBCGO	JI
Serotonin-mediated control of postsynaptic potential::serotonin receptor signaling pathway	0.21428571428571427
Cardiomyocyte action potential generation and propagation::cardiac muscle cell action potential	0.16666666666666666
Cardiomyocyte depolarization during action potential::membrane depolarization during cardiac muscle cell action potential	0.06666666666666667
Cardiomyocyte repolarization during action potential and hyperpolarization::membrane repolarization during cardiac muscle cell action potential	0.18181818181818182
Cardiomyocyte pacemaker current generation::SA node cell action potential	0.0
Regulation of long-term synaptic plasticity::regulation of long-term neuronal synaptic plasticity	0.021739130434782608
Regulation of short-term synaptic plasticity::regulation of short-term neuronal synaptic plasticity	0.0625
Regulation of long-term potentiation::long-term synaptic potentiation	0.0
Endoplasmic reticulum and nuclear envelope organization::nuclear envelope organization	0.02857142857142857
Structural golgi apparatus organization::Golgi organization	0.09375
Mitochondrial fusion::mitochondrial fusion	0.22727272727272727
Mitochondrial fission::mitochondrial fission	0.32
Mitochondrial transport::mitochondrion transport along microtubule	0.1875
Mitochondrial transport::axon transport of mitochondrion	0.0
Mitochondrial transport::mitochondrion migration along actin filament	0.0
Cell cycle and cell division::cell cycle	0.0
Mitotic cell cycle checkpoints::cell cycle checkpoint	0.19617224880382775
Restriction point::mitotic G1/S transition checkpoint	0.047619047619047616
G2 M transition checkpoint::mitotic G2/M transition checkpoint	0.07142857142857142
Metaphase to anaphase checkpoint::mitotic spindle checkpoint	0.2413793103448276
Cell cycle arrest in response to DNA damage::mitotic DNA damage checkpoint	0.06779661016949153
Mitotic spindle assembly::mitotic spindle assembly	0.0
Mitotic spindle assembly::mitotic spindle elongation	0.0
Mitotic spindle assembly::mitotic spindle stabilization	0.0
Mitotic spindle disassembly::mitotic spindle disassembly	0.0
Mitotic spindle disassembly::mitotic spindle microtubule depolymerization	0.0
Eukaryotic kinetochore dynamics::attachment of mitotic spindle microtubules to kinetochore	0.0
Sister chromatid cohesion::mitotic sister chromatid cohesion	0.16216216216216217
Sister chromatid segregation::mitotic sister chromatid segregation	0.04
Centrosome cycle::centriole assembly	0.13114754098360656
Centrosome cycle::centrosome duplication	0.078125
Centrosome cycle::centrosome cycle	0.0
Centrosome duplication::centriole replication	0.25
Centrosome maturation::centriole elongation	0.0
Centrosome separation::centrosome separation	0.0
Cytokinesis::cytokinesis	0.14754098360655737
Contractile ring formation::actomyosin contractile ring assembly	0.0
Contractile ring constriction::actomyosin contractile ring contraction	0.0
Cell Scenescence::cellular senescence	0.057971014492753624
Cell Scenescence::regulation of cellular senescence	0.016666666666666666
Eukaryotic DNA replication::nuclear DNA replication	0.0
DNA replication initiation::nuclear cell cycle DNA replication initiation	0.0
DNA replication elongation::DNA strand elongation involved in DNA replication	0.14705882352941177
DNA recombination::DNA recombination	0.11363636363636363
DNA recombination::regulation of DNA recombination	0.07446808510638298
VDJ recombination::V(D)J recombination	0.14285714285714285
Class switch recombination::adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.038461538461538464
Class switch recombination::regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.032520325203252036
DNA single-strand break repair::single strand break repair	0.05747126436781609
Mismatch repair::mismatch repair	0.2727272727272727
Base excision repair::base-excision repair	0.38181818181818183
Nucleotide excision repair::nucleotide-excision repair	0.2987012987012987
Nucleotide excision repair::preincision complex assembly	0.0
DNA double-strand break repair::double-strand break repair	0.27058823529411763
Non-homologous end joining DSB repair::double-strand break repair via classical nonhomologous end joining	0.0
Homologous recombination DSB repair::double-strand break repair via homologous recombination	0.2608695652173913
Alternative end joining DSB repair::double-strand break repair via alternative nonhomologous end joining	0.0
Single strand annealing DSB repair::double-strand break repair via single-strand annealing	0.0
DNA interstrand cross-links repair::interstrand cross-link repair	0.0
Cellular calcium homeostasis::cellular calcium ion homeostasis	0.09722222222222222
Cellular calcium homeostasis::calcium ion transport	0.18421052631578946
Cellular calcium homeostasis::regulation of calcium ion transmembrane transport	0.08421052631578947
Cellular calcium homeostasis::calcium ion transmembrane transport	0.2119205298013245
Cellular calcium homeostasis::calcium ion homeostasis	0.09302325581395349
Cellular calcium homeostasis::regulation of sequestering of calcium ion	0.07407407407407407
Cellular calcium homeostasis::endoplasmic reticulum calcium ion homeostasis	0.02857142857142857
Cellular calcium homeostasis::mitochondrial calcium ion homeostasis	0.04477611940298507
Cellular potassium homeostasis::cellular potassium ion homeostasis	0.06666666666666667
Cellular potassium homeostasis::potassium ion transmembrane transport	0.3120567375886525
Cellular potassium homeostasis::potassium ion homeostasis	0.09230769230769231
Cellular potassium homeostasis::regulation of potassium ion transmembrane transport	0.08641975308641975
Cellular potassium homeostasis::regulation of potassium ion transport	0.08080808080808081
Cellular sodium homeostasis::cellular sodium ion homeostasis	0.12903225806451613
Cellular sodium homeostasis::sodium ion transmembrane transport	0.15555555555555556
Cellular sodium homeostasis::sodium ion homeostasis	0.1794871794871795
Cellular sodium homeostasis::regulation of sodium ion transmembrane transport	0.034482758620689655
Cellular chloride homeostasis::chloride transmembrane transport	0.23529411764705882
Cellular magnesium homeostasis::magnesium ion transport	0.0
Cellular pH homeostasis::regulation of intracellular pH	0.08
Cellular pH homeostasis::regulation of pH	0.15730337078651685
Cellular pH homeostasis::regulation of cellular pH	0.07792207792207792
Bicarbonate transport across plasma membrane::bicarbonate transport	0.40625
Cellular phosphate homeostasis::phosphate ion homeostasis	0.26666666666666666
Cellular phosphate homeostasis::phosphate ion transport	0.375
Cellular phosphate homeostasis::phosphate ion transmembrane transport	0.3333333333333333
Cellular copper homeostasis::cellular copper ion homeostasis	0.2
Cellular copper homeostasis::copper ion homeostasis	0.22727272727272727
Cellular copper homeostasis::copper ion transport	0.5
Cellular zinc homeostasis::zinc ion homeostasis	0.2631578947368421
Cellular redox homeostasis::cell redox homeostasis	0.0625
Free radical generation for respiratory burst::respiratory burst	0.125
Response to hypoxia::response to hypoxia	0.02032520325203252
Response to hypoxia::cellular response to hypoxia	0.0380952380952381
Organic anion transmembrane transport::organic anion transport	0.0243161094224924
Organic cation and zwitterion transmembrane transport::organic cation transport	0.25925925925925924
Nuclear protein export::protein export from nucleus	0.07407407407407407
Nuclear protein export::regulation of protein export from nucleus	0.038461538461538464
Nuclear protein import::protein import into nucleus	0.04054054054054054
Nuclear protein import::protein import into nucleus, translocation	0.034482758620689655
Nuclear protein import::regulation of protein import into nucleus	0.0
Nuclear protein import::regulation of protein import into nucleus, translocation	0.0
Nuclear pore complex organization::nuclear pore organization	0.2857142857142857
Peroxisomal protein import machinery::protein import into peroxisome matrix	0.3076923076923077
Anterograde vesicle traffic from ER to Golgi::vesicle fusion with Golgi cis cisterna membrane	0.0
Anterograde vesicle traffic from ER to Golgi::ER to Golgi vesicle-mediated transport	0.1746031746031746
Vesicle biogenesis at ER membrane::COPII-coated vesicle budding	0.0
Retrograde vesicle traffic from Golgi to ER::retrograde vesicle-mediated transport	0.0
Retrograde vesicle traffic from Golgi to ER::Golgi to ER	0.0
Vesicle biogenesis at cis-Golgi membrane::COPI coating of Golgi vesicle	0.4
Vesicle biogenesis at cis-Golgi membrane::cis-Golgi to rough ER	0.0
Vesicle biogenesis at cis-Golgi membrane:: Golgi vesicle budding	0.0
Microtubule assistance of vesicle traffic between Golgi and ER::vesicle transport along microtubule	0.1
Clathrin-mediated vesicle traffic from TGN to endosomal lysosomal system::Golgi to endosome transport	0.0
Clathrin-mediated vesicle traffic from TGN to endosomal lysosomal system::Golgi to lysosome transport	0.0
Clathrin-mediated vesicle traffic from TGN to endosomal lysosomal system::trans-Golgi network to recycling endosome transport	0.0
Clathrin-mediated vesicle traffic from TGN to endosomal lysosomal system::clathrin coating of Golgi vesicle	0.0
Clathrin-mediated vesicle traffic from TGN to endosomal lysosomal system::trans-Golgi to endosome targeting	0.0
Clathrin-mediated vesicle traffic from TGN to lysosome::Golgi to lysosome transport	0.0
Clathrin-mediated vesicle traffic from TGN to lysosome::clathrin coating of Golgi vesicle	0.0
Retrograde vesicle traffic from endosome to TGN::retrograde transport	0.0
Retrograde vesicle traffic from endosome to TGN::endosome to Golgi	0.0
Vesicle exocytosis::exocytosis	0.16666666666666666
Microtubule-based secretory vesicle traffic::Golgi to plasma membrane transport	0.0
Microtubule-based secretory vesicle traffic::Golgi to secretory granule transport	0.0
Microtubule-based secretory vesicle traffic::vesicle transport along microtubule	0.0
Vesicle tethering at plasma membrane::vesicle tethering involved in exocytosis	0.0
Vesicle tethering at plasma membrane::vesicle docking involved in exocytosis	0.1
Vesicle fusion with plasma membrane::synaptic vesicle fusion to presynaptic membrane	0.0
Exosome secretion::exosomal secretion	0.0
Lipid droplet dynamics::lipid storage	0.12280701754385964
Endocytic pathway::plasma membrane to endosome transport	0.0
Endocytic pathway::endocytic recycling	0.04716981132075472
Endocytic pathway::retrograde transport	0.0
Endocytic pathway::endosome to plasma membrane	0.0
Endocytic pathway::vesicle targeting	0.004545454545454545
Endocytic pathway::plasma membrane to endosome	0.0
Endocytic pathway::plasma membrane to endosome transport	0.0
Endocytic pathway::endocytic recycling	0.04716981132075472
Endocytic pathway::endocytic import into cell	0.0
Endocytic pathway::ubiquitin-dependent endocytosis	0.0
Endocytic pathway::synaptic vesicle recycling via endosome	0.0
Endocytic pathway::early endosome to recycling endosome transport	0.0
Caveolin-mediated endocytosis::caveolin-mediated endocytosis	0.0
Clathrin-mediated endocytosis::clathrin-mediated endocytosis	0.0
Early endosome dynamics::endosome organization	0.046875
Late endosome dynamics::endosome organization	0.03076923076923077
Recycling endosome dynamics::endosome organization	0.034482758620689655
Multivesicular body dynamics::multivesicular body organization	0.0
Multivesicular body dynamics::multivesicular body sorting pathway	0.0
Multivesicular body dynamics::ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway	0.0
Phagocytosis::phagosome maturation	0.01639344262295082
Phagocytosis::phagosome-lysosome docking	0.0
Antigen presentation via MHC class II molecules::antigen processing and presentation following receptor mediated endocytosis	0.0
Chromatin remodeling::chromatin remodeling	0.2347417840375587
Nucleosome assembly::nucleosome assembly	0.12264150943396226
Nucleosome disassembly::nucleosome disassembly	0.05
Histone modification::histone modification	0.3305084745762712
Histone modification::regulation of histone modification	0.09561752988047809
Histone methylation::histone methylation	0.35353535353535354
Histone demethylation::histone demethylation	0.36363636363636365
Histone acetylation::histone acetylation	0.1415929203539823
Histone deacetylation::histone acetylation	0.017241379310344827
Histone phosphorylation::histone phosphorylation	0.0
Histone dephosphorylation::histone dephosphorylation	0.0
Histone ubiquitination::histone ubiquitination	0.2222222222222222
Histone deubiquitination::histone deubiquitination	0.11764705882352941
Transcription::mRNA transcription	0.00684931506849315
Transcription by rna polymerase II::RNA Polymerase II core complex assembly	0.0
Regulation of RNA polymerase II by elongation factors::transcription elongation from RNA polymerase II promoter	0.20930232558139536
Pre-mRNA capping::RNA capping	0.11764705882352941
Nuclear mRNA export::mRNA export from nucleus	0.2054794520547945
Pre-mRNA splicing::generation of catalytic spliceosome for first transesterification step	0.0
Pre-mRNA splicing::generation of catalytic spliceosome for second transesterification step	0.0
U4-U6-U5 tri-snRNP assembly::spliceosomal tri-snRNP complex assembly	0.23529411764705882
snRNA transcription::snRNA transcription	0.35714285714285715
Cytoplasmic core snRNP assembly::cytoplasmic U snRNP body assembly	0.0
Target RNA degradation, inhibition or destabilization by RICS or RITS::small RNA loading onto RISC	0.0
Cytoplasmic mRNA polyadenylation::mRNA polyadenylation	0.03125
Nonsense-mediated mRNA decay pathway::nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	0.0847457627118644
rRNA transcription::rRNA transcription	0.12121212121212122
rRNA processing::rRNA processing	0.09022556390977443
Ribonucleoprotein assembly::ribonucleoprotein complex assembly	0.006993006993006993
Ribonucleoprotein nuclear export::ribonucleoprotein complex export from nucleus	0.0
Ribonucleoprotein nuclear re-import::ribonucleoprotein complex import into nucleus	0.0
mRNA translation::translation	0.12658227848101267
Translation initiation::cytoplasmic translational initiation	0.0
Translation elongation::cytoplasmic translational elongation	0.0
Translation termination::cytoplasmic translational termination	0.0
Mitochondrial translation::mitochondrial translation	0.0
Complement pathway and regulation::complement activation	0.15544041450777202
Complement pathway and regulation::regulation of complement activation	0.29310344827586204
Classical complement pathway::complement activation	0.045714285714285714
Classical complement pathway::classical pathway	0.0
Alternative complement pathway::complement activation	0.04519774011299435
Alternative complement pathway::alternative pathway	0.0
Lectin complement pathway::complement activation	0.03409090909090909
Lectin complement pathway::lectin pathway	0.0
Membrane attack complex formation::activation of membrane attack complex	0.0
Endogenous control of complement activity::negative regulation of complement activation	0.21428571428571427
Acute-phase response::acute-phase response	0.13636363636363635
Coagulation cascade::coagulation	0.03389830508474576
Coagulation cascade::regulation of coagulation	0.10989010989010989
Posttranslational protein modification::post-translational protein modification	0.11990950226244344
Chaperone mediated protein folding in ER::chaperone-mediated protein folding	0.06153846153846154
ER unfolded protein response pathway::endoplasmic reticulum unfolded protein response	0.09090909090909091
Endoplasmic reticulum quality control system::ERAD pathway	0.0
Dolichol-mediated precursor oligosaccharide synthesis::dolichol-linked oligosaccharide biosynthetic process	0.025
GPI-anchor synthesis and attachment to protein::GPI anchor biosynthetic process	0.3333333333333333
GPI-anchor synthesis and attachment to protein::attachment of GPI anchor to protein	0.0
Protein O-linked glycosylation in Golgi Apparatus::protein O-linked glycosylation	0.0
Protein prenylation::protein prenylation	0.1724137931034483
Protein palmitoylation::protein palmitoylation	0.2
Post-translational protein modification in Mitochondria::mitochondrial protein processing	0.0
Protein sumoyulation::protein sumoylation	0.2037037037037037
Cortical cytoskeleton dynamics::cortical actin cytoskeleton organization	0.02702702702702703
Actin polymerization::actin filament polymerization	0.05128205128205128
Actin filament severing and depolymerization::actin filament depolymerization	0.2
Actin filament severing and depolymerization::actin filament severing	0.0
Actin filament depolymerization::actin filament depolymerization	0.2857142857142857
Actin filament severing::actin filament severing	0.0
Actin filament nucleation and branching::actin filament branching	0.0
Actin filament nucleation and branching::actin nucleation	0.14583333333333334
Actin filament nucleation::actin nucleation	0.14634146341463414
Actin filament branching::actin filament branching	0.0
Actin filament capping::actin filament capping	0.2
Actin filament plus end capping::barbed-end actin filament capping	0.2857142857142857
Actin filament minus end capping::pointed-end actin filament capping	0.0
Actin filament bundling and crosslinking::actin crosslink formation	0.0
Actin filament bundling and crosslinking::actin filament bundle assembly	0.10810810810810811
Microtubule dynamics::microtubule cytoskeleton organization	0.1314878892733564
Microtubule nucleation::microtubule nucleation	0.19230769230769232
Microtubule polymerization::microtubule polymerization	0.0
Microtubule crosslinking and bundling::microtubule bundle formation	0.11904761904761904
Microtubule severing::microtubule severing	0.3
Microtubule organization center dynamics::microtubule organizing center organization	0.17518248175182483
Centrosome organization::centrosome organization	0.17647058823529413
Cytoplasmic intermediate filament and septin dynamics::intermediate filament cytoskeleton organization	0.20512820512820512
Vimentin-like intermediate filament dynamics::intermediate filament cytoskeleton organization	0.07692307692307693
Epithelial intermediate filament dynamics::intermediate filament cytoskeleton organization	0.11320754716981132
Acidic keratin dynamics::intermediate filament cytoskeleton organization	0.07142857142857142
Neutral and basic keratin dynamics::intermediate filament cytoskeleton organization	0.1
Axonal intermediate filament dynamics::intermediate filament cytoskeleton organization	0.12195121951219512
Rolling cell adhesion::leukocyte tethering or rolling	0.06666666666666667
Cell-cell junction organization::cell-cell adhesion	0.0880281690140845
Adherens junction organization::adherens junction organization	0.14018691588785046
Desmosome organization::desmosome organization	0.20833333333333334
Tight junction organization::bicellular tight junction assembly	0.0
Gap junction organization::gap junction assembly	0.4444444444444444
Gap junction organization::bicellular tight junction assembly	0.0
Cell-matrix adhesion organization::cell-matrix adhesion	0.11242603550295859
Hemidesmosome organization::hemidesmosome assembly	0.46153846153846156
Collagen fibril organization by fibril-associated bridges::collagen fibril organization	0.0425531914893617
Basement membrane assembly and organization::basement membrane organization	0.12
Extracellular matrix breakdown::extracellular matrix disassembly	0.12698412698412698
Extracellular matrix breakdown::regulation of extracellular matrix disassembly	0.029411764705882353
Chondroitin sulfate and dermatan sulfate synthesis::chondroitin sulfate biosynthetic process	0.2413793103448276
Chondroitin sulfate and dermatan sulfate synthesis::dermatan sulfate biosynthetic process	0.2777777777777778
Heparin and heparan sulfate synthesis::heparin biosynthetic process	0.2
Amyloid generation and aggregation::regulation of beta-amyloid formation	0.07894736842105263
Amyloid precursor protein cleavage::regulation of amyloid precursor protein catabolic process	0.06060606060606061
Eukaryotic intraflagellar transport::intraciliary transport	0.2978723404255319
Filopodium organization::actin filament bundle assembly	0.02666666666666667
Filopodium organization::actin filament bundle organization	0.02666666666666667
Lamellipodium organization::actin filament network formation	0.0
Extrinsic apoptosis pathway::intrinsic apoptotic signaling pathway	0.016574585635359115
Intrinsic apoptosis pathway::extrinsic apoptotic signaling pathway	0.12244897959183673
Necroptosis::necrotic cell death	0.21875
Necroptosis::necroptotic process	0.2222222222222222
Necroptosis::programmed necrotic cell death	0.22580645161290322
Connection of muscle sarcomere to extracellular matrix::smooth muscle cell-matrix adhesion	0.0
Thin myofilament organization::muscle thin filament assembly	0.0
Sarcoplasmic reticulum organization::sarcomere organization	0.0
Myofibril formation::myofibril assembly	0.1
Autophagy::autophagy	0.25136612021857924
Autophagy::regulation of autophagy	0.125
Macroautophagy::macroautophagy	0.013513513513513514
Macroautophagy::regulation of macroautophagy	0.043010752688172046
Mitophagy::activation of mitophagy in response to mitochondrial depolarization	0.0
Mitophagy::macromitophagy	0.0
Mitophagy::micromitophagy	0.0
Protein polyubiquitination::protein polyubiquitination	0.04591836734693878
Protein polyubiquitination::regulation of protein polyubiquitination	0.038461538461538464
Proteasomal core organization::proteasomal protein catabolic process	0.004694835680751174
Proteasomal core organization::proteasome core complex assembly	0.0
Proteasomal regulatory particle organization::proteasome regulatory particle assembly	0.0
Cellular response to stress::regulation of cellular response to stress	0.040740740740740744
Cellular response to hypoxia::response to hypoxia	0.08664259927797834
Cellular response to oxidative stress::response to oxidative stress	0.09034267912772585
Cellular response to radiation::cellular response to radiation	0.032467532467532464
Glycolysis::canonical glycolysis	0.0
Gluconeogenesis::gluconeogenesis	0.08695652173913043
Transmembrane glucose transport::glucose import across plasma membrane	0.0
Glycogenolysis::glycolysis from storage polysaccharide through glucose-1-phosphate	0.0
Mannose metabolism::mannose metabolic process	0.125
Fructose metabolism::fructose metabolic process	0.16666666666666666
Pentose phosphate pathway::pentose-phosphate shunt	0.2
Oxidative phase of pentose phosphate pathway::pentose-phosphate shunt	0.08333333333333333
Oxidative phase of pentose phosphate pathway::oxidative branch	0.0
Monocarboxylate transmembrane transport::monocarboxylic acid transport	0.05454545454545454
Electron transport chain::mitochondrial ATP synthesis coupled electron transport	0.0
Electron transport chain::oxidative phosphorylation	0.0
Urea cycle::urea cycle	0.7272727272727273
Mitochondrial urea cycle reactions::urea cycle	0.5454545454545454
Cytoplasmic urea cycle reactions::urea cycle	0.2727272727272727
Transmembrane transport of anionic amino acids::acidic amino acid transport	0.0
Serine and glycine metabolism::serine family amino acid metabolic process	0.2571428571428571
Serine and glycine metabolism::lysine metabolic process	0.0
Proline metabolism::proline metabolic process	0.4166666666666667
Aspartate and arginine metabolism::aspartate family amino acid metabolic process	0.018518518518518517
Aspartate and arginine metabolism::arginine metabolic process	0.2727272727272727
Glutamate and glutamine metabolism::glutamate metabolic process	0.15151515151515152
Glutamate and glutamine metabolism::glutamine metabolic process	0.12121212121212122
Tyrosine metabolism::tyrosine metabolic process	0.5555555555555556
Glyoxylate metabolism::glyoxylate metabolic process	0.2222222222222222
Lysine metabolism::lysine metabolic process	0.09090909090909091
Valine catabolism::valine metabolic process	0.2222222222222222
Phenylalanine catabolism::L-phenylalanine catabolic process	0.2
Tryptophan metabolism::tryptophan metabolic process	0.5714285714285714
Methionine cycle::methionine metabolic process	0.09523809523809523
Catecholamine metabolism::catecholamine metabolic process	0.11363636363636363
Catecholamine synthesis::catecholamine biosynthetic process	0.15789473684210525
Thyroid-hormone synthesis::thyroid hormone generation	0.5
Serotonin and melatonin synthesis::serotonin metabolic process	0.14285714285714285
De-novo synthesis of purines::purine nucleotide biosynthetic process	0.03759398496240601
Purine salvage::purine nucleotide salvage	0.3333333333333333
Pyrimidine salvage::pyrimidine nucleoside salvage	0.45454545454545453
De-novo synthesis of pyrimidines::pyrimidine nucleotide biosynthetic process	0.030303030303030304
Pyrimidine catabolism::pyrimidine nucleotide catabolic process	0.0
Purine catabolism::purine deoxyribonucleotide catabolic process	0.09090909090909091
